StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q12,Q13,Q14,Q15 
2021-10-20 19:29:40,2021-10-20 19:30:30,IP Address,100,49,True,2021-10-20 19:30:30,R_yTLlhYsFzWAs5sR,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Agree,No,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Junior,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Male,Asian,Out of state student,Independent
2021-10-20 20:16:20,2021-10-20 20:18:13,IP Address,100,112,True,2021-10-20 20:18:13,R_3PFAAYS0HRjndyz,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Neither agree or disagree,Neither agree or disagree,Strongly agree,Strongly agree,Agree,Disagree,Junior,"L&S Math & Phys Sciences Division (e.g., Astronomy, Earth and Planetary Sciences, Mathematics, Physics, Statistics)",Female,Asian,International student,Prefer not to state
2021-10-20 20:16:33,2021-10-20 20:18:30,IP Address,100,117,True,2021-10-20 20:18:31,R_2rBYiG95iPrmvhy,anonymous,EN,I consent to participate in this survey.,Agree,Neither agree or disagree,No,Disagree,Disagree,Strongly disagree,Strongly agree,Agree,Disagree,Senior/5th year+,L&S Undeclared/Undecided on Major,Male,Asian,In state student,Democratic Party
2021-10-20 21:51:56,2021-10-20 21:53:27,IP Address,100,90,True,2021-10-20 21:53:27,R_3LegizGtnjoOatR,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Agree,Yes,Agree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Sophomore,L&S Undeclared/Undecided on Major,Female,Asian,In state student,Undecided
2021-10-20 22:07:32,2021-10-20 22:10:52,IP Address,100,200,True,2021-10-20 22:10:52,R_2WIFSqXAjfiG0EK,anonymous,EN,I consent to participate in this survey.,Agree,Neither agree or disagree,No,Neither agree or disagree,Disagree,Disagree,Agree,Agree,Neither agree or disagree,Senior/5th year+,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Female,Asian,Out of state student,Democratic Party
2021-10-20 22:34:29,2021-10-20 22:35:24,IP Address,100,54,True,2021-10-20 22:35:24,R_3ml7KzvmgPydAhR,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Agree,Agree,Agree,Agree,Agree,Agree,Freshman,College of Natural Resources,Female,White,In state student,Independent
2021-10-20 23:35:37,2021-10-20 23:37:01,IP Address,100,84,True,2021-10-20 23:37:01,R_2fqR4UOIbpFhHjZ,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Neither agree or disagree,Disagree,Neither agree or disagree,Strongly agree,Agree,Neither agree or disagree,Freshman,College of Natural Resources,Female,Decline to State,In state student,Undecided
2021-10-20 23:41:59,2021-10-20 23:43:33,IP Address,100,94,True,2021-10-20 23:43:34,R_3JkKWn1WA4RUF23,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Strongly disagree,Disagree,Strongly disagree,Agree,Disagree,Strongly disagree,Sophomore,College of Natural Resources,Male,Asian,In state student,Prefer not to state
2021-10-21 00:00:37,2021-10-21 00:02:06,IP Address,100,88,True,2021-10-21 00:02:06,R_1BQy6VprUCEuwZ8,anonymous,EN,I consent to participate in this survey.,Strongly agree,Agree,Yes,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Sophomore,College of Natural Resources,Female,White,In state student,Prefer not to state
2021-10-21 01:43:48,2021-10-21 01:45:13,IP Address,100,84,True,2021-10-21 01:45:14,R_3IbIunv9e0NUgGk,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Neither agree or disagree,Disagree,Disagree,Neither agree or disagree,Agree,Disagree,Sophomore,"L&S Undergraduate Studies Division (e.g., American Studies, Applied Languages, Creative Writing, Data Science, Disability Studies, Interdisciplinary Studies, Media Studies)",Female,Asian,In state student,Democratic Party
2021-10-21 01:51:56,2021-10-21 01:52:40,IP Address,100,44,True,2021-10-21 01:52:41,R_2EFyst5JxJc28La,anonymous,EN,I consent to participate in this survey.,Agree,Agree,Yes,Disagree,Agree,Agree,Neither agree or disagree,Strongly disagree,Agree,Freshman,College of Natural Resources,Male,White,In state student,Democratic Party
2021-10-21 01:52:45,2021-10-21 01:55:52,IP Address,100,186,True,2021-10-21 01:55:53,R_1LTqyWnZce8yD0c,anonymous,EN,I consent to participate in this survey.,Agree,Strongly agree,Yes,Neither agree or disagree,Agree,Strongly disagree,Agree,Neither agree or disagree,Strongly agree,Freshman,College of Natural Resources,Male,White,In state student,Democratic Party
2021-10-21 02:19:24,2021-10-21 02:22:44,IP Address,100,199,True,2021-10-21 02:22:45,R_xGIvcT8ASulakut,anonymous,EN,I consent to participate in this survey.,Strongly agree,Strongly agree,No,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neither agree or disagree,Freshman,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Female,Asian,In state student,Democratic Party
2021-10-21 04:13:37,2021-10-21 04:15:52,IP Address,100,134,True,2021-10-21 04:15:52,R_29fYiyfMp3XMAod,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Neither agree or disagree,Disagree,Disagree,Agree,Neither agree or disagree,Strongly disagree,Junior,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Female,Asian,In state student,Democratic Party
2021-10-21 05:58:26,2021-10-21 05:59:30,IP Address,100,63,True,2021-10-21 05:59:30,R_D64n0VOOS0T1h9n,anonymous,EN,I consent to participate in this survey.,Agree,Agree,Yes,Agree,Disagree,Strongly disagree,Agree,Agree,Disagree,Sophomore,College of Natural Resources,Female,Asian,In state student,Democratic Party
2021-10-21 10:44:02,2021-10-21 10:45:00,IP Address,100,58,True,2021-10-21 10:45:01,R_PvX8xul5shnw16F,anonymous,EN,I consent to participate in this survey.,Agree,Agree,Yes,Disagree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Agree,Junior,College of Natural Resources,Female,Chicanx/Latinx,In state student,Democratic Party
2021-10-21 10:52:53,2021-10-21 10:53:56,IP Address,100,63,True,2021-10-21 10:53:57,R_2dz6XKHHIZ28YQs,anonymous,EN,I consent to participate in this survey.,Agree,Agree,Yes,Agree,Disagree,Strongly agree,Strongly agree,Disagree,Disagree,Sophomore,College of Natural Resources,Female,Chicanx/Latinx,In state student,Democratic Party
2021-10-21 11:08:52,2021-10-21 11:11:16,Survey Preview,100,144,True,2021-10-21 11:11:17,R_2zbAPvhsFld7f2y,preview,EN,,,,,,,,,,,,,,,,
2021-10-21 12:02:53,2021-10-21 12:04:20,IP Address,100,87,True,2021-10-21 12:04:20,R_31HlvyVZz0B7ipX,anonymous,EN,I consent to participate in this survey.,Agree,Agree,Yes,Agree,Agree,Neither agree or disagree,Strongly agree,Strongly agree,Strongly agree,Freshman,College of Natural Resources,Female,White,In state student,Democratic Party
2021-10-21 13:13:28,2021-10-21 13:15:18,IP Address,100,109,True,2021-10-21 13:15:18,R_VO0OTcaRchCwzlf,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Agree,No,Disagree,Disagree,Disagree,Strongly agree,Disagree,Strongly agree,Sophomore,College of Natural Resources,Female,White,In state student,Democratic Party
2021-10-21 16:07:53,2021-10-21 16:09:56,IP Address,100,123,True,2021-10-21 16:09:57,R_1kU2sGEgdibVMie,anonymous,EN,I consent to participate in this survey.,Agree,Strongly agree,Yes,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Freshman,College of Natural Resources,Male,Chicanx/Latinx,In state student,Democratic Party
2021-10-21 16:41:02,2021-10-21 16:44:24,IP Address,100,201,True,2021-10-21 16:44:24,R_tEUugj4D6FbSo0N,anonymous,EN,I consent to participate in this survey.,Agree,Agree,Yes,Strongly agree,Strongly agree,Neither agree or disagree,Strongly agree,Agree,Strongly agree,Freshman,College of Natural Resources,Female,Chicanx/Latinx,In state student,Undecided
2021-10-21 17:28:22,2021-10-21 17:29:00,IP Address,100,37,True,2021-10-21 17:29:00,R_1itBABGI7qWR9Ns,anonymous,EN,I consent to participate in this survey.,Strongly agree,Agree,Yes,Agree,Agree,Agree,Agree,Strongly agree,Neither agree or disagree,Senior/5th year+,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Male,Asian,In state student,Democratic Party
2021-10-21 17:35:56,2021-10-21 17:37:07,IP Address,100,70,True,2021-10-21 17:37:07,R_1gGbZZZ1WtxmMII,anonymous,EN,I consent to participate in this survey.,Agree,Neither agree or disagree,Yes,Agree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Sophomore,College of Natural Resources,Female,Asian,International student,Undecided
2021-10-21 21:36:04,2021-10-21 21:38:14,IP Address,100,129,True,2021-10-21 21:38:15,R_1QJAOd646Sdscj3,anonymous,EN,I consent to participate in this survey.,Agree,Disagree,No,Disagree,Agree,Neither agree or disagree,Agree,Agree,Disagree,Senior/5th year+,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,Asian,In state student,Democratic Party
2021-10-21 22:49:27,2021-10-21 22:50:24,IP Address,100,56,True,2021-10-21 22:50:24,R_1MXICjOp0tIbAET,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Neither agree or disagree,No,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Junior,"L&S Math & Phys Sciences Division (e.g., Astronomy, Earth and Planetary Sciences, Mathematics, Physics, Statistics)",Male,Asian,In state student,Democratic Party
2021-10-22 00:29:47,2021-10-22 00:31:10,IP Address,100,83,True,2021-10-22 00:31:11,R_2cciAcJRABwdrDL,anonymous,EN,I consent to participate in this survey.,Agree,Strongly agree,No,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Strongly agree,Agree,Disagree,Sophomore,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,Asian,In state student,Democratic Party
2021-10-22 02:19:34,2021-10-22 02:20:14,IP Address,100,39,True,2021-10-22 02:20:14,R_3DUXlsAJnksSpWN,anonymous,EN,I consent to participate in this survey.,Strongly agree,Strongly agree,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Freshman,L&S Undeclared/Undecided on Major,Female,Asian,In state student,Democratic Party
2021-10-22 02:19:15,2021-10-22 02:20:19,IP Address,100,64,True,2021-10-22 02:20:20,R_SPIdHV75wbRHF2V,anonymous,EN,I consent to participate in this survey.,Agree,Neither agree or disagree,No,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Freshman,College of Natural Resources,Female,Asian,In state student,Democratic Party
2021-10-22 03:53:24,2021-10-22 03:54:19,IP Address,100,55,True,2021-10-22 03:54:20,R_1QFMS0H2QzSwuRD,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Strongly agree,Strongly agree,Neither agree or disagree,Agree,Agree,Disagree,Sophomore,"L&S Math & Phys Sciences Division (e.g., Astronomy, Earth and Planetary Sciences, Mathematics, Physics, Statistics)",Male,Asian,In state student,Democratic Party
2021-10-22 10:32:19,2021-10-22 10:34:10,IP Address,100,110,True,2021-10-22 10:34:10,R_2qrxNhHfX2WbHwI,anonymous,EN,I consent to participate in this survey.,Strongly agree,Strongly agree,Yes,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Senior/5th year+,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Male,Asian,International student,Independent
2021-10-22 11:47:20,2021-10-22 11:48:32,IP Address,100,72,True,2021-10-22 11:48:32,R_71gUVTB9lbaOQhj,anonymous,EN,I consent to participate in this survey.,Strongly agree,Agree,Yes,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Sophomore,College of Natural Resources,Female,White,In state student,Prefer not to state
2021-10-22 11:53:08,2021-10-22 11:55:20,IP Address,100,132,True,2021-10-22 11:55:20,R_vNtjCbQB5raMvqF,anonymous,EN,I consent to participate in this survey.,Strongly agree,Agree,No,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Freshman,College of Natural Resources,Female,Pacific Islander,In state student,Democratic Party
2021-10-22 11:55:38,2021-10-22 11:57:49,IP Address,100,131,True,2021-10-22 11:57:49,R_25AOHH79RekQEMO,anonymous,EN,I consent to participate in this survey.,Strongly agree,Agree,No,Agree,Neither agree or disagree,Disagree,Strongly agree,Agree,Disagree,Freshman,College of Natural Resources,Female,Asian,In state student,Democratic Party
2021-10-22 12:13:03,2021-10-22 12:14:26,IP Address,100,83,True,2021-10-22 12:14:27,R_wSICsslufYjY8YV,anonymous,EN,I consent to participate in this survey.,Agree,Agree,Yes,Strongly agree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Strongly agree,Sophomore,L&S Undeclared/Undecided on Major,Female,Asian,In state student,Democratic Party
2021-10-22 12:12:16,2021-10-22 12:14:48,IP Address,100,152,True,2021-10-22 12:14:48,R_1mRctYVcVcCktU1,anonymous,EN,I consent to participate in this survey.,Strongly agree,Agree,No,Neither agree or disagree,Disagree,Disagree,Agree,Neither agree or disagree,Neither agree or disagree,Sophomore,College of Natural Resources,Male,White,In state student,Democratic Party
2021-10-22 12:15:09,2021-10-22 12:16:50,IP Address,100,101,True,2021-10-22 12:16:51,R_3IYwe7RppPQ2xt8,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Agree,Neither agree or disagree,Agree,Agree,Strongly agree,Neither agree or disagree,Sophomore,L&S Undeclared/Undecided on Major,Male,Asian,In state student,Undecided
2021-10-22 12:13:43,2021-10-22 13:23:19,IP Address,100,4175,True,2021-10-22 13:23:19,R_3LaOhbCJEJbYTXz,anonymous,EN,I consent to participate in this survey.,Agree,Neither agree or disagree,No,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Disagree,Sophomore,L&S Undeclared/Undecided on Major,Male,Asian,In state student,Democratic Party
2021-10-22 14:36:39,2021-10-22 14:38:13,IP Address,100,93,True,2021-10-22 14:38:13,R_2OUrf8jmoYg3hW7,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Agree,Yes,Neither agree or disagree,Agree,Disagree,Agree,Agree,Agree,Sophomore,College of Natural Resources,Female,White,In state student,Democratic Party
2021-10-22 15:01:44,2021-10-22 15:03:16,IP Address,100,92,True,2021-10-22 15:03:16,R_vpfuARdJT9ZTO5X,anonymous,EN,I consent to participate in this survey.,Strongly agree,Strongly agree,No,Strongly agree,Agree,Neither agree or disagree,Strongly agree,Agree,Strongly agree,Sophomore,College of Chemistry,Male,Chicanx/Latinx,In state student,Undecided
2021-10-22 16:23:38,2021-10-22 16:27:53,IP Address,100,255,True,2021-10-22 16:27:54,R_25QHHu2t7JK5DA3,anonymous,EN,I consent to participate in this survey.,Agree,Neither agree or disagree,No,Neither agree or disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Freshman,College of Natural Resources,Male,Asian,In state student,Republican Party
2021-10-22 16:56:28,2021-10-22 17:00:31,IP Address,100,242,True,2021-10-22 17:00:31,R_2QrfwlUZx38Ca68,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Agree,Strongly agree,Agree,Agree,Strongly agree,Neither agree or disagree,Junior,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Female,Decline to State,In state student,Prefer not to state
2021-10-22 17:17:10,2021-10-22 17:18:48,IP Address,100,98,True,2021-10-22 17:18:48,R_12SdZzuiB6HbYOd,anonymous,EN,I consent to participate in this survey.,Strongly agree,Agree,No,Agree,Agree,Agree,Strongly agree,Agree,Agree,Freshman,College of Natural Resources,Male,Chicanx/Latinx,In state student,Democratic Party
2021-10-22 18:54:07,2021-10-22 18:55:25,IP Address,100,77,True,2021-10-22 18:55:25,R_2pK0kDj64jJ0za5,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Agree,Agree,Neither agree or disagree,,Neither agree or disagree,Neither agree or disagree,Senior/5th year+,"L&S Undergraduate Studies Division (e.g., American Studies, Applied Languages, Creative Writing, Data Science, Disability Studies, Interdisciplinary Studies, Media Studies)",Male,Asian,Out of state student,Prefer not to state
