StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16 
2020-10-23 18:58:45,2020-10-23 18:59:58,IP Address,100,72,True,2020-10-23 18:59:58,R_1jNZUMRhMXX9iDL,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","No, slightly less",1-3,Decreased,Not changed,Not changed,Increased,"No, I use them significantly less",White,Female,College of Natural Resources,Freshman,No,Outside California with family
2020-10-23 19:10:00,2020-10-23 19:11:29,IP Address,100,89,True,2020-10-23 19:11:30,R_1jlDaullgYja5M6,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","No, slightly less",1-3,Increased,Decreased,Decreased,Not changed,"No, I use them slightly less",Decline to State,Nonbinary,College of Natural Resources,Junior,Yes,In California with peers or alone
2020-10-23 19:12:41,2020-10-23 19:14:19,IP Address,100,98,True,2020-10-23 19:14:20,R_2dT3UQziFzilesx,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, significantly more",1-3,Not changed,Decreased,Decreased,Increased,"Yes, I use them significantly more",White,Male,L&S Undeclared/Undecided on Major,Sophomore,No,In California with peers or alone
2020-10-23 19:13:40,2020-10-23 19:15:20,IP Address,100,99,True,2020-10-23 19:15:21,R_3D6WPFLfwxX3Zj4,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, significantly more",1-3,Not changed,Decreased,Increased,Decreased,No change,Asian American,Male,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Senior,,In California with peers or alone
2020-10-23 19:14:13,2020-10-23 19:15:28,IP Address,100,75,True,2020-10-23 19:15:29,R_3PRcB8uca8L5zYl,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, significantly more",1-3,Decreased,Not changed,Not changed,Increased,No change,Asian American,Male,Haas School of Business,Sophomore,No,In California with family
2020-10-23 19:35:20,2020-10-23 19:36:14,IP Address,100,53,True,2020-10-23 19:36:14,R_z2A8kpC0BGDhMw9,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, significantly less",0,Decreased,Decreased,Decreased,Increased,"Yes, I use them slightly more",White,Male,College of Natural Resources,Freshman,No,In Berkeley/Campus Housing
2020-10-23 19:39:54,2020-10-23 19:41:17,IP Address,100,83,True,2020-10-23 19:41:17,R_2qDEHFJbaOzGpIw,anonymous,EN,I consent to participate in this survey.,No change,"No, significantly less",4-6,Not changed,Decreased,Not changed,Increased,"No, I use them significantly less",Asian American,Female,College of Natural Resources,Freshman,No,In California with family
2020-10-23 19:39:58,2020-10-23 19:41:22,IP Address,100,84,True,2020-10-23 19:41:22,R_XRismaVIBHGQqK5,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, significantly more",0,Not changed,Decreased,Decreased,Increased,"No, I use them significantly less",White,Male,"L&S Math & Phys Sciences Division (e.g., Astronomy, Earth and Planetary Sciences, Mathematics, Physics, Statistics)",Senior,No,In California with family
2020-10-23 19:41:35,2020-10-23 19:43:36,IP Address,100,120,True,2020-10-23 19:43:36,R_Clwgrm6yCFQJTm9,anonymous,EN,I consent to participate in this survey.,No change,No change,0,Decreased,Not changed,Not changed,Increased,"Yes, I use them significantly more",Asian American,Male,College of Natural Resources,Freshman,No,In Berkeley/Campus Housing
2020-10-23 19:43:00,2020-10-23 19:44:43,IP Address,100,103,True,2020-10-23 19:44:44,R_sgIC4pqnd0mmaR3,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, slightly more",1-3,Increased,Decreased,Decreased,Not changed,No change,Asian American,Female,"L&S Math & Phys Sciences Division (e.g., Astronomy, Earth and Planetary Sciences, Mathematics, Physics, Statistics)",Sophomore,No,In California with family
2020-10-23 20:06:47,2020-10-23 20:08:07,IP Address,100,79,True,2020-10-23 20:08:07,R_1LGPA3ZEaHtAZgU,anonymous,EN,I consent to participate in this survey.,"No, slightly less",No change,4-6,Not changed,Not changed,Not changed,Not changed,"Yes, I use them slightly more",International student,Female,College of Natural Resources,Freshman,No,Outside California with family
2020-10-23 20:06:35,2020-10-23 20:08:12,IP Address,100,97,True,2020-10-23 20:08:12,R_3PTD53uFDj2aRk4,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, significantly more",0,Decreased,Decreased,Decreased,Increased,No change,White,Female,College of Engineering,Sophomore,No,In California with peers or alone
2020-10-23 20:14:05,2020-10-23 20:16:09,IP Address,100,123,True,2020-10-23 20:16:09,R_1oFJHHLzBanO1S9,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, significantly more",4-6,Not changed,Decreased,Not changed,Increased,"No, I use them slightly less",International student,Female,L&S Undeclared/Undecided on Major,Sophomore,No,Outside California with family
2020-10-23 20:52:00,2020-10-23 20:53:04,IP Address,100,64,True,2020-10-23 20:53:04,R_3LgMHz4T1p0MmF3,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more",No change,1-3,Decreased,Decreased,Decreased,Increased,No change,Asian American,Male,College of Engineering,Sophomore,No,In California with family
2020-10-23 21:03:17,2020-10-23 21:05:43,IP Address,100,146,True,2020-10-23 21:05:44,R_3EyTA5UhEgU6unj,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, slightly more",0,Decreased,Not changed,Not changed,Increased,No change,Chicanx/Latinx,Female,College of Natural Resources,Freshman,No,In California with family
2020-10-23 21:09:11,2020-10-23 21:10:08,IP Address,100,56,True,2020-10-23 21:10:08,R_xoxMyLRe03JzJL3,anonymous,EN,I consent to participate in this survey.,No change,"Yes, significantly more",1-3,Increased,Decreased,Decreased,Decreased,No change,Asian American,,"L&S Math & Phys Sciences Division (e.g., Astronomy, Earth and Planetary Sciences, Mathematics, Physics, Statistics)",Sophomore,No,In California with family
2020-10-23 21:14:39,2020-10-23 21:16:14,IP Address,100,94,True,2020-10-23 21:16:14,R_2UfTKeu1O3pexgQ,anonymous,EN,I consent to participate in this survey.,No change,"No, significantly less",0,Not changed,Decreased,Decreased,Decreased,"No, I use them significantly less",White,Male,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Senior,No,In California with peers or alone
2020-10-23 21:20:07,2020-10-23 21:21:43,IP Address,100,95,True,2020-10-23 21:21:43,R_3HitnSxLBhQ5RRM,anonymous,EN,I consent to participate in this survey.,No change,"Yes, slightly more",1-3,Not changed,Not changed,Not changed,Not changed,No change,White,Male,L&S Undeclared/Undecided on Major,Freshman,No,In Berkeley/Campus Housing
2020-10-23 21:07:06,2020-10-23 21:26:34,IP Address,100,1167,True,2020-10-23 21:26:34,R_2zdnaBsljkXstNQ,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, slightly more",4-6,Decreased,Decreased,Decreased,Decreased,No change,Asian American,Male,L&S Undeclared/Undecided on Major,Sophomore,No,In California with family
2020-10-23 21:26:45,2020-10-23 21:28:47,IP Address,100,122,True,2020-10-23 21:28:48,R_3kn3r7HjmwMedr2,anonymous,EN,I consent to participate in this survey.,No change,"Yes, significantly more",0,Decreased,Decreased,Not changed,Not changed,"No, I use them slightly less",Asian American,Female,College of Natural Resources,Freshman,No,In California with family
2020-10-23 21:29:45,2020-10-23 21:30:53,IP Address,100,68,True,2020-10-23 21:30:54,R_1FJL4bwty8dA8z6,anonymous,EN,I consent to participate in this survey.,No change,No change,1-3,Decreased,Decreased,Decreased,Increased,No change,Asian American,Male,College of Natural Resources,Freshman,No,In California with family
2020-10-23 21:45:45,2020-10-23 21:46:39,IP Address,100,54,True,2020-10-23 21:46:39,R_1rDh1QBcGCsC9Sa,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more",No change,1-3,Not changed,Not changed,Decreased,Increased,"Yes, I use them slightly more",Asian American,Female,College of Natural Resources,Freshman,No,In California with family
2020-10-23 22:32:57,2020-10-23 22:34:16,IP Address,100,79,True,2020-10-23 22:34:16,R_2mLZO9z8ywQojO9,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","No, slightly less",1-3,Decreased,Decreased,Decreased,Decreased,No change,Asian American,Male,L&S Undeclared/Undecided on Major,Freshman,No,In California with family
2020-10-23 22:51:15,2020-10-23 22:52:34,IP Address,100,78,True,2020-10-23 22:52:34,R_1F4EABFGFxQ1aoW,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more",No change,0,Not changed,Decreased,Decreased,Decreased,"Yes, I use them slightly more",Asian American,Female,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Junior,No,In California with family
2020-10-23 22:51:06,2020-10-23 22:52:51,IP Address,100,105,True,2020-10-23 22:52:51,R_3JyYdZ2ByyLMwNB,anonymous,EN,I consent to participate in this survey.,No change,"No, significantly less",1-3,Increased,Decreased,Decreased,Decreased,No change,Decline to State,Decline to state,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Senior,No,In California with family
2020-10-23 23:16:17,2020-10-23 23:17:25,IP Address,100,68,True,2020-10-23 23:17:25,R_1K23lpUjVXL5dwY,anonymous,EN,I consent to participate in this survey.,No change,"Yes, significantly more",0,Increased,Decreased,Decreased,Increased,"No, I use them significantly less",White,Female,Haas School of Business,Senior,No,In Berkeley/Campus Housing
2020-10-23 23:27:31,2020-10-23 23:29:11,IP Address,100,99,True,2020-10-23 23:29:11,R_2XjOnb7IZxgG1pY,anonymous,EN,I consent to participate in this survey.,No change,"Yes, significantly more",0,Not changed,Decreased,Not changed,Not changed,No change,International student,Female,L&S Undeclared/Undecided on Major,Sophomore,No,Outside California with family
2020-10-23 23:32:02,2020-10-23 23:32:41,IP Address,100,38,True,2020-10-23 23:32:41,R_3GcXlJktf8330X0,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more",No change,0,Decreased,Not changed,Decreased,Increased,No change,Asian American,Male,College of Engineering,Junior,No,In California with family
2020-10-24 01:10:52,2020-10-24 01:12:59,IP Address,100,126,True,2020-10-24 01:12:59,R_3qQX50ww6wThWIC,anonymous,EN,I consent to participate in this survey.,No change,"No, significantly less",0,Decreased,Not changed,Not changed,Decreased,No change,Asian American,Female,College of Natural Resources,Freshman,No,Outside California with family
2020-10-24 09:08:42,2020-10-24 09:12:37,IP Address,100,235,True,2020-10-24 09:12:37,R_3plh673k0DwfZDW,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, slightly more",1-3,Not changed,Decreased,Not changed,Increased,"Yes, I use them slightly more",International student,Male,L&S Undeclared/Undecided on Major,Freshman,No,Outside California with family
2020-10-24 10:22:29,2020-10-24 10:24:29,IP Address,100,120,True,2020-10-24 10:24:30,R_1P5XEzhBgJe2wGt,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, significantly more",1-3,Increased,Decreased,Not changed,Increased,"Yes, I use them slightly more",Asian American,Male,College of Natural Resources,Freshman,No,In California with family
2020-10-24 10:36:10,2020-10-24 10:37:30,IP Address,100,79,True,2020-10-24 10:37:30,R_2bZdVG1yL9kNoYo,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, slightly more",1-3,Increased,Not changed,Not changed,Not changed,No change,White,Female,L&S Undeclared/Undecided on Major,Sophomore,No,In California with family
2020-10-24 10:53:51,2020-10-24 10:55:44,IP Address,100,113,True,2020-10-24 10:55:45,R_1d4QkDLQfhYv1ic,anonymous,EN,I consent to participate in this survey.,No change,No change,0,Not changed,Not changed,Decreased,Increased,No change,Chicanx/Latinx,Female,L&S Undeclared/Undecided on Major,Sophomore,No,In California with peers or alone
2020-10-24 11:18:29,2020-10-24 11:19:47,IP Address,100,78,True,2020-10-24 11:19:48,R_uwCYSk6xl2TXbd7,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, slightly less",0,Not changed,Not changed,Decreased,Increased,"No, I use them significantly less",White,Female,College of Natural Resources,Senior,No,In California with peers or alone
2020-10-24 09:18:49,2020-10-24 11:24:35,IP Address,100,7545,True,2020-10-24 11:24:35,R_2AWkD43En5pRoFH,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, slightly less",1-3,Increased,Decreased,Decreased,Increased,"No, I use them slightly less",White,Female,L&S Undeclared/Undecided on Major,Freshman,No,In California with peers or alone
2020-10-24 11:35:15,2020-10-24 11:36:52,IP Address,100,97,True,2020-10-24 11:36:53,R_3CWw565Wl9jMqBy,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more",No change,0,Increased,Decreased,Not changed,Increased,"No, I use them slightly less",Asian American,Female,College of Natural Resources,Freshman,No,In Berkeley/Campus Housing
2020-10-24 12:32:28,2020-10-24 12:33:56,IP Address,100,87,True,2020-10-24 12:33:56,R_3e4YlA6xDMLSH3E,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, slightly less",1-3,Increased,Not changed,Not changed,Increased,No change,White,Female,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Sophomore,No,In California with peers or alone
2020-10-24 12:40:52,2020-10-24 12:42:07,IP Address,100,75,True,2020-10-24 12:42:07,R_3KUWGDFVPi9xVg4,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more",No change,1-3,Decreased,Not changed,Not changed,Decreased,"Yes, I use them significantly more",Chicanx/Latinx,Female,College of Natural Resources,Freshman,No,In Berkeley/Campus Housing
2020-10-24 12:57:49,2020-10-24 12:59:29,IP Address,100,99,True,2020-10-24 12:59:29,R_2dyJ2Ix6QzEE4E2,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","No, slightly less",1-3,Not changed,Not changed,Decreased,Increased,No change,International student,Female,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Junior,Yes,In California with peers or alone
2020-10-24 14:49:20,2020-10-24 14:50:47,IP Address,100,86,True,2020-10-24 14:50:47,R_2BsmTRyCVRF2EBm,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, significantly more",1-3,Increased,Decreased,Not changed,Not changed,"No, I use them significantly less",White,Male,College of Chemistry,Junior,No,In California with peers or alone
